Unnamed: 0,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4,mean,std,median,max,min,20_число,21_число,22_число,23_число,y
2015-04-16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10385.714285714286,17376.27008032371,0.0,43900.0,0.0,0,0,0,0,0.0
2015-04-17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6814.285714285715,16414.46806644526,0.0,43900.0,0.0,0,0,0,0,0.0
2015-04-18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6814.285714285715,16414.46806644526,0.0,43900.0,0.0,0,0,0,0,0.0
2015-04-19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6814.285714285715,16414.46806644526,0.0,43900.0,0.0,0,0,0,0,0.0
2015-04-20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6814.285714285715,16414.46806644526,0.0,43900.0,0.0,1,0,0,0,683600.0
2015-04-21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,103928.57142857143,256134.12316132087,0.0,683600.0,0.0,0,1,0,0,1224100.0
2015-04-22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,272528.5714285714,490888.14311166527,0.0,1224100.0,0.0,0,0,1,0,468900.0
2015-04-23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,339514.28571428574,479358.4825179424,0.0,1224100.0,0.0,0,0,0,1,457100.0
2015-04-24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,404814.28571428574,455963.2932176717,457100.0,1224100.0,0.0,0,0,0,0,307400.0
2015-04-25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,448728.5714285714,424171.90585219744,457100.0,1224100.0,0.0,0,0,0,0,118700.0
2015-04-26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,465685.71428571426,405191.2199960711,457100.0,1224100.0,0.0,0,0,0,0,144500.0
2015-04-27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,486328.5714285714,380436.9711892087,457100.0,1224100.0,118700.0,0,0,0,0,226300.0
2015-04-28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,421000.0,380179.30418860656,307400.0,1224100.0,118700.0,0,0,0,0,74300.0
2015-04-29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,256742.85714285713,159992.8316846597,226300.0,468900.0,74300.0,0,0,0,0,360100.0
2015-04-30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,241200.0,139980.48673535296,226300.0,457100.0,74300.0,0,0,0,0,190400.0
2015-05-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,203100.0,102773.03472539045,190400.0,360100.0,74300.0,0,0,0,0,89800.0
2015-05-02,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,172014.2857142857,98799.39994033902,144500.0,360100.0,74300.0,0,0,0,0,45700.0
2015-05-03,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,161585.7142857143,108719.46205059634,144500.0,360100.0,45700.0,0,0,0,0,86800.0
2015-05-04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,153342.85714285713,112357.24063810552,89800.0,360100.0,45700.0,0,0,0,0,95200.0
2015-05-05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134614.2857142857,109046.95362658105,89800.0,360100.0,45700.0,0,0,0,0,138400.0
2015-05-06,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,143771.42857142858,105780.4127156126,95200.0,360100.0,45700.0,0,0,0,0,142500.0
2015-05-07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,112685.71428571429,47568.001449549876,95200.0,190400.0,45700.0,0,0,0,0,214200.0
2015-05-08,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116085.71428571429,54407.42683896853,95200.0,214200.0,45700.0,0,0,0,0,185500.0
2015-05-09,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,129757.14285714286,58566.28316539428,138400.0,214200.0,45700.0,0,0,0,0,92600.0
2015-05-10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,136457.14285714287,49296.512964669346,138400.0,214200.0,86800.0,0,0,0,0,91000.0
2015-05-11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,137057.14285714287,48612.202073921864,138400.0,214200.0,91000.0,0,0,0,0,81900.0
2015-05-12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,135157.14285714287,50734.43462917941,138400.0,214200.0,81900.0,0,0,0,0,215500.0
2015-05-13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,146171.42857142858,59215.924499118795,142500.0,215500.0,81900.0,0,0,0,0,130300.0
2015-05-14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,144428.57142857142,59520.7446829983,130300.0,215500.0,81900.0,0,0,0,0,118800.0
2015-05-15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,130800.0,51226.49054281344,118800.0,215500.0,81900.0,0,0,0,0,93100.0
2015-05-16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,117600.0,46465.82973899156,93100.0,215500.0,81900.0,0,0,0,0,51000.0
